sid,habitat,lifeform
4321,R,Therophyte
4322,R,Therophyte
4323,G,Hemicryptophyte
4323,R,Hemicryptophyte
4324,G,Hemicryptophyte
4324,R,Hemicryptophyte
4325,R,Hemicryptophyte
4326,R,Therophyte
4327,P,Therophyte
4327,R,Therophyte
4328,P,Therophyte
4328,R,Therophyte
4329,G,Therophyte
4329,R,Therophyte
4330,W,Therophyte
4331,G,Therophyte
4333,W,Therophyte
4334,W,Therophyte
4335,H,Therophyte
4335,W,Therophyte
4336,R,Therophyte
4338,C,Hemicryptophyte
4338,G,Hemicryptophyte
4338,P,Hemicryptophyte
4338,W,Hemicryptophyte
4339,C,Hemicryptophyte
4340,C,Hemicryptophyte
4340,G,Hemicryptophyte
4341,C,Hemicryptophyte
4341,P,Hemicryptophyte
4342,G,Hemicryptophyte
4342,W,Hemicryptophyte
4343,C,Hemicryptophyte
4343,H,Hemicryptophyte
4343,P,Hemicryptophyte
4344,C,Hemicryptophyte
4344,H,Hemicryptophyte
4345,H,Hemicryptophyte
4345,P,Hemicryptophyte
4346,C,Hemicryptophyte
4346,H,Hemicryptophyte
4347,H,Hemicryptophyte
4348,C,Hemicryptophyte
4348,P,Hemicryptophyte
4349,W,Geophyte (Cryptophyte)
4350,C,Hemicryptophyte
4350,W,Hemicryptophyte
4351,G,Hemicryptophyte
4351,P,Hemicryptophyte
4352,G,Hemicryptophyte
4352,P,Hemicryptophyte
4353,W,Geophyte (Cryptophyte)
4355,R,Hemicryptophyte
4356,P,Therophyte
4357,R,Therophyte
4358,P,Therophyte
4359,A,Therophyte
4359,R,Therophyte
4360,R,Therophyte
4361,R,Therophyte
4362,R,Therophyte
4363,R,Hemicryptophyte
4364,R,Therophyte
4365,M,Therophyte
4366,R,Therophyte
4368,A,Hemicryptophyte
4368,W,Hemicryptophyte
4369,A,Hemicryptophyte
4369,W,Hemicryptophyte
4370,W,Hemicryptophyte
4371,W,Hemicryptophyte
4372,A,Hemicryptophyte
4373,A,Hemicryptophyte
4374,A,Hemicryptophyte
4375,A,Hemicryptophyte
4376,A,Hemicryptophyte
4376,R,Hemicryptophyte
4377,A,Hemicryptophyte
4377,R,Hemicryptophyte
4378,A,Hemicryptophyte
4378,R,Hemicryptophyte
4379,R,Hemicryptophyte
4380,A,Hemicryptophyte
4381,A,Aquatic
4382,R,Therophyte
4383,W,Geophyte (Cryptophyte)
4384,W,Geophyte (Cryptophyte)
4385,M,Therophyte
4386,M,Therophyte
4387,R,Phanerophyte
4388,R,Therophyte
4389,P,Chamaephyte
4390,C,Chamaephyte
4391,C,Chamaephyte
4391,G,Chamaephyte
4392,C,Chamaephyte
4393,G,Chamaephyte
4393,P,Chamaephyte
4394,C,Chamaephyte
4394,P,Chamaephyte
4395,G,Chamaephyte
4395,P,Chamaephyte
4396,C,Chamaephyte
4396,P,Chamaephyte
4397,C,Chamaephyte
4397,P,Chamaephyte
4398,C,Chamaephyte
4399,C,Chamaephyte
4399,P,Chamaephyte
4400,P,Therophyte
4401,P,Therophyte
4402,G,Therophyte
4402,P,Therophyte
4402,R,Therophyte
4403,W,Hemicryptophyte
4404,R,Therophyte
4404,W,Therophyte
4405,W,Therophyte
4406,R,Therophyte
4406,W,Therophyte
4407,A,Hemicryptophyte
4408,A,Hemicryptophyte
4409,G,Hemicryptophyte
4410,G,Hemicryptophyte
4410,P,Hemicryptophyte
4411,G,Hemicryptophyte
4412,P,Hemicryptophyte
4417,H,Hemicryptophyte
4418,P,Hemicryptophyte
4419,H,Hemicryptophyte
4420,G,Hemicryptophyte
4421,G,Hemicryptophyte
4422,P,Therophyte
4423,G,Hemicryptophyte
4423,W,Hemicryptophyte
4424,G,Hemicryptophyte
4425,G,Hemicryptophyte
4425,W,Hemicryptophyte
4426,G,Hemicryptophyte
4427,H,Hemicryptophyte
4428,H,Hemicryptophyte
4429,G,Therophyte
4430,G,Therophyte
4430,P,Therophyte
4431,G,Hemicryptophyte
4431,W,Hemicryptophyte
4432,G,Hemicryptophyte
4432,W,Hemicryptophyte
4433,G,Therophyte
4433,P,Therophyte
4434,G,Hemicryptophyte
4435,P,Therophyte
4436,P,Therophyte
4437,P,Therophyte
4438,P,Therophyte
4439,P,Therophyte
4440,P,Therophyte
4441,G,Hemicryptophyte
4442,C,Hemicryptophyte
4443,H,Hemicryptophyte
4447,G,Hemicryptophyte
4447,H,Hemicryptophyte
4448,G,Hemicryptophyte
4448,P,Hemicryptophyte
4449,G,Hemicryptophyte
4449,P,Hemicryptophyte
4450,G,Hemicryptophyte
4451,C,Chamaephyte
4451,H,Chamaephyte
4453,M,Hemicryptophyte
4454,G,Hemicryptophyte
4454,H,Hemicryptophyte
4455,G,Hemicryptophyte
4456,H,Hemicryptophyte
4457,G,Therophyte
4457,P,Therophyte
4458,P,Chamaephyte
4459,R,Hemicryptophyte
4460,P,Therophyte
4460,R,Therophyte
4461,W,Therophyte
4462,G,Therophyte
4463,W,Therophyte
4464,G,Therophyte
4465,G,Therophyte
4465,P,Therophyte
4466,G,Therophyte
4466,P,Therophyte
4467,A,Therophyte
4467,P,Therophyte
4468,A,Hemicryptophyte
4468,W,Hemicryptophyte
4469,A,Hemicryptophyte
4470,M,Therophyte
4471,A,Therophyte
4472,C,Chamaephyte
4474,W,Hemicryptophyte
4478,R,Therophyte
4479,P,Geophyte (Cryptophyte)
4480,P,Geophyte (Cryptophyte)
4480,R,Geophyte (Cryptophyte)
4481,R,Therophyte
4482,G,Hemicryptophyte
4482,H,Hemicryptophyte
4483,R,Phanerophyte
4484,R,Phanerophyte
4485,G,Geophyte (Cryptophyte)
4486,G,Geophyte (Cryptophyte)
4487,P,Geophyte (Cryptophyte)
4487,R,Geophyte (Cryptophyte)
4488,R,Geophyte (Cryptophyte)
4489,P,Geophyte (Cryptophyte)
4490,H,Geophyte (Cryptophyte)
4491,G,Geophyte (Cryptophyte)
4492,P,Geophyte (Cryptophyte)
4493,G,Geophyte (Cryptophyte)
4493,H,Geophyte (Cryptophyte)
4493,P,Geophyte (Cryptophyte)
4494,H,Geophyte (Cryptophyte)
4495,P,Geophyte (Cryptophyte)
4496,P,Geophyte (Cryptophyte)
4497,H,Geophyte (Cryptophyte)
4497,P,Geophyte (Cryptophyte)
4498,G,Geophyte (Cryptophyte)
4499,P,Geophyte (Cryptophyte)
4499,W,Geophyte (Cryptophyte)
4499,C,Geophyte (Cryptophyte)
4500,R,Therophyte
4501,H,Hemicryptophyte
4502,H,Hemicryptophyte
4503,H,Hemicryptophyte
4504,H,Hemicryptophyte
4505,G,Therophyte
4505,R,Therophyte
4506,G,Therophyte
4507,P,Therophyte
4508,G,Therophyte
4509,P,Therophyte
4512,P,Therophyte
4513,A,Therophyte
4514,H,Therophyte
4515,A,Hemicryptophyte
4516,G,Therophyte
4516,P,Therophyte
4516,R,Therophyte
4517,G,Therophyte
4517,P,Therophyte
4518,G,Therophyte
4518,P,Therophyte
4518,R,Therophyte
4519,H,Therophyte
4519,P,Therophyte
4520,H,Therophyte
4520,P,Therophyte
4522,H,Hemicryptophyte
4523,W,Therophyte
4524,C,Therophyte
4525,G,Therophyte
4525,R,Therophyte
4529,A,Therophyte
4530,A,Therophyte
4531,A,Aquatic
4532,A,Aquatic
4533,A,Aquatic
4534,P,Phanerophyte
4534,W,Phanerophyte
4535,W,Phanerophyte
4536,R,Aquatic
4537,R,Aquatic
4538,A,Aquatic
4539,A,Aquatic
4540,R,Aquatic
4541,P,Geophyte (Cryptophyte)
4542,P,Geophyte (Cryptophyte)
4542,R,Geophyte (Cryptophyte)
4543,G,Geophyte (Cryptophyte)
4543,H,Geophyte (Cryptophyte)
4544,G,Geophyte (Cryptophyte)
4544,H,Geophyte (Cryptophyte)
4545,G,Geophyte (Cryptophyte)
4545,H,Geophyte (Cryptophyte)
4546,A,Geophyte (Cryptophyte)
4546,P,Geophyte (Cryptophyte)
4546,R,Geophyte (Cryptophyte)
4547,R,Geophyte (Cryptophyte)
4548,P,Geophyte (Cryptophyte)
4548,R,Geophyte (Cryptophyte)
4549,A,Geophyte (Cryptophyte)
4549,P,Geophyte (Cryptophyte)
4549,R,Geophyte (Cryptophyte)
4550,P,Therophyte
4551,A,Hemicryptophyte
4551,H,Hemicryptophyte
4552,A,Geophyte (Cryptophyte)
4553,R,Hemicryptophyte
4554,A,Hemicryptophyte
4555,P,Therophyte
4556,P,Geophyte (Cryptophyte)
4557,W,Geophyte (Cryptophyte)
4558,G,Geophyte (Cryptophyte)
4558,P,Geophyte (Cryptophyte)
4559,G,Geophyte (Cryptophyte)
4560,W,Geophyte (Cryptophyte)
4561,W,Geophyte (Cryptophyte)
4562,A,Geophyte (Cryptophyte)
4562,W,Geophyte (Cryptophyte)
4563,G,Hemicryptophyte
4564,G,Hemicryptophyte
4565,G,Hemicryptophyte
4566,G,Hemicryptophyte
4567,G,Hemicryptophyte
4568,C,Hemicryptophyte
4568,H,Hemicryptophyte
4569,R,Hemicryptophyte
4570,P,Hemicryptophyte
4571,P,Hemicryptophyte
4572,C,Hemicryptophyte
4572,P,Hemicryptophyte
4572,R,Hemicryptophyte
4573,G,Hemicryptophyte
4573,H,Hemicryptophyte
4574,G,Hemicryptophyte
4575,G,Hemicryptophyte
4576,G,Hemicryptophyte
4576,H,Hemicryptophyte
4577,H,Hemicryptophyte
4578,C,Hemicryptophyte
4578,H,Hemicryptophyte
4579,R,Hemicryptophyte
4580,H,Hemicryptophyte
4581,H,Hemicryptophyte
4582,A,Phanerophyte
4582,W,Phanerophyte
4583,R,Therophyte
4584,R,Therophyte
4585,R,Phanerophyte
4586,G,Therophyte
4586,P,Therophyte
4586,R,Therophyte
4587,P,Therophyte
4587,R,Therophyte
4588,G,Therophyte
4588,R,Therophyte
4589,P,Therophyte
4589,R,Therophyte
4590,P,Therophyte
4590,R,Therophyte
4591,M,Therophyte
4591,P,Therophyte
4592,P,Therophyte
4592,R,Therophyte
4593,P,Therophyte
4593,R,Therophyte
4594,P,Therophyte
4594,R,Therophyte
4595,P,Therophyte
4595,R,Therophyte
4596,P,Therophyte
4597,P,Therophyte
4598,P,Therophyte
4599,R,Therophyte
4600,P,Therophyte
4601,P,Therophyte
4602,R,Therophyte
4603,M,Therophyte
4604,P,Chamaephyte
4605,G,Hemicryptophyte
4605,H,Hemicryptophyte
4606,H,Hemicryptophyte
4607,H,Hemicryptophyte
4608,G,Hemicryptophyte
4610,H,Hemicryptophyte
4612,G,Hemicryptophyte
4613,H,Hemicryptophyte
4614,R,Therophyte
4615,R,Therophyte
4616,R,Therophyte
4617,R,Geophyte (Cryptophyte)
4618,R,Therophyte
4619,A,Aquatic
4620,A,Aquatic
4621,A,Aquatic
4623,P,Chamaephyte
4624,G,Hemicryptophyte
4624,R,Hemicryptophyte
4625,G,Hemicryptophyte
4625,P,Hemicryptophyte
4626,P,Hemicryptophyte
4626,W,Hemicryptophyte
4627,H,Chamaephyte
4628,G,Hemicryptophyte
4629,G,Hemicryptophyte
4629,W,Hemicryptophyte
4630,G,Hemicryptophyte
4631,H,Hemicryptophyte
4632,C,Hemicryptophyte
4633,G,Hemicryptophyte
4633,P,Hemicryptophyte
4634,H,Chamaephyte
4635,P,Chamaephyte
4636,C,Chamaephyte
4637,G,Therophyte
4638,G,Therophyte
4638,R,Therophyte
4639,A,Therophyte
4639,G,Therophyte
4639,R,Therophyte
4640,A,Hemicryptophyte
4641,A,Hemicryptophyte
4641,W,Hemicryptophyte
4642,A,Hemicryptophyte
4643,A,Hemicryptophyte
4643,M,Hemicryptophyte
4644,W,Hemicryptophyte
4645,A,Hemicryptophyte
4646,A,Hemicryptophyte
4647,A,Hemicryptophyte
4647,W,Hemicryptophyte
4648,A,Hemicryptophyte
4649,A,Hemicryptophyte
4649,W,Hemicryptophyte
4650,A,Hemicryptophyte
4651,A,Hemicryptophyte
4652,R,Therophyte
4653,R,Therophyte
4654,R,Therophyte
4655,R,Therophyte
4656,R,Therophyte
4657,R,Therophyte
4659,R,Hemicryptophyte
4660,R,Therophyte
4661,R,Therophyte
4662,C,Geophyte (Cryptophyte)
4663,P,Phanerophyte
4663,W,Phanerophyte
4664,P,Phanerophyte
4664,W,Phanerophyte
4665,M,Therophyte
4665,R,Therophyte
4666,C,Hemicryptophyte
4667,C,Hemicryptophyte
4668,C,Hemicryptophyte
4669,P,Therophyte
4670,G,Hemicryptophyte
4670,H,Hemicryptophyte
4671,G,Hemicryptophyte
4672,G,Hemicryptophyte
4672,H,Hemicryptophyte
4673,G,Hemicryptophyte
4673,H,Hemicryptophyte
4674,R,Hemicryptophyte
4675,G,Hemicryptophyte
4676,G,Hemicryptophyte
4677,G,Hemicryptophyte
4678,P,Therophyte
4679,C,Hemicryptophyte
4679,R,Hemicryptophyte
4680,R,Hemicryptophyte
4680,G,Hemicryptophyte
4681,R,Therophyte
4682,G,Hemicryptophyte
4683,G,Hemicryptophyte
4683,P,Hemicryptophyte
4684,P,Hemicryptophyte
4684,R,Hemicryptophyte
4685,G,Hemicryptophyte
4686,G,Hemicryptophyte
4687,H,Hemicryptophyte
4688,H,Hemicryptophyte
4689,H,Hemicryptophyte
4690,G,Hemicryptophyte
4691,P,Hemicryptophyte
4692,G,Hemicryptophyte
4693,C,Hemicryptophyte
4694,R,Hemicryptophyte
4695,G,Geophyte (Cryptophyte)
4697,M,Therophyte
4698,M,Therophyte
4698,P,Therophyte
4699,P,Therophyte
4700,P,Therophyte
4700,R,Therophyte
4701,G,Hemicryptophyte
4702,M,Chamaephyte
4703,P,Therophyte
4704,M,Therophyte
4705,G,Chamaephyte
4705,P,Chamaephyte
4705,R,Chamaephyte
4706,G,Chamaephyte
4706,P,Chamaephyte
4707,P,Chamaephyte
4708,G,Chamaephyte
4708,R,Chamaephyte
4709,P,Chamaephyte
4709,R,Chamaephyte
4710,G,Chamaephyte
4711,G,Chamaephyte
4712,M,Chamaephyte
4713,P,Hemicryptophyte
4714,M,Therophyte
4715,P,Therophyte
4716,P,Therophyte
4716,R,Therophyte
4717,P,Therophyte
4717,R,Therophyte
4718,P,Therophyte
4719,R,Hemicryptophyte
4720,R,Hemicryptophyte
4721,R,Hemicryptophyte
4722,R,Hemicryptophyte
4723,R,Hemicryptophyte
4724,R,Hemicryptophyte
4725,R,Hemicryptophyte
4726,R,Hemicryptophyte
4727,R,Hemicryptophyte
4728,R,Hemicryptophyte
4729,R,Hemicryptophyte
4730,R,Hemicryptophyte
4731,R,Hemicryptophyte
4732,P,Hemicryptophyte
4732,W,Hemicryptophyte
4733,G,Hemicryptophyte
4734,G,Hemicryptophyte
4735,G,Hemicryptophyte
4736,G,Hemicryptophyte
4737,G,Hemicryptophyte
4738,G,Hemicryptophyte
4738,P,Hemicryptophyte
4739,P,Hemicryptophyte
4739,W,Hemicryptophyte
4740,G,Hemicryptophyte
4740,H,Hemicryptophyte
4741,P,Hemicryptophyte
4741,W,Hemicryptophyte
4742,G,Hemicryptophyte
4743,G,Hemicryptophyte
4743,H,Hemicryptophyte
4744,G,Hemicryptophyte
4745,G,Hemicryptophyte
4745,H,Hemicryptophyte
4746,G,Hemicryptophyte
4746,H,Hemicryptophyte
4747,P,Hemicryptophyte
4748,G,Hemicryptophyte
4749,G,Hemicryptophyte
4749,H,Hemicryptophyte
4750,A,Geophyte (Cryptophyte)
4750,P,Geophyte (Cryptophyte)
4751,A,Geophyte (Cryptophyte)
4752,G,Geophyte (Cryptophyte)
4752,W,Geophyte (Cryptophyte)
4753,P,Geophyte (Cryptophyte)
4753,W,Geophyte (Cryptophyte)
4754,P,Geophyte (Cryptophyte)
4754,W,Geophyte (Cryptophyte)
4755,P,Geophyte (Cryptophyte)
4756,P,Geophyte (Cryptophyte)
4757,P,Geophyte (Cryptophyte)
4758,P,Geophyte (Cryptophyte)
4759,P,Geophyte (Cryptophyte)
4760,P,Geophyte (Cryptophyte)
4761,P,Geophyte (Cryptophyte)
4762,P,Geophyte (Cryptophyte)
4764,P,Geophyte (Cryptophyte)
4765,P,Geophyte (Cryptophyte)
4766,P,Geophyte (Cryptophyte)
4767,P,Geophyte (Cryptophyte)
4767,W,Geophyte (Cryptophyte)
4768,P,Geophyte (Cryptophyte)
4769,P,Geophyte (Cryptophyte)
4770,G,Geophyte (Cryptophyte)
4770,P,Geophyte (Cryptophyte)
4771,P,Geophyte (Cryptophyte)
4771,W,Geophyte (Cryptophyte)
4772,P,Geophyte (Cryptophyte)
4773,P,Geophyte (Cryptophyte)
4773,W,Geophyte (Cryptophyte)
4774,P,Geophyte (Cryptophyte)
4774,W,Geophyte (Cryptophyte)
4775,G,Geophyte (Cryptophyte)
4776,P,Geophyte (Cryptophyte)
4777,P,Geophyte (Cryptophyte)
4778,P,Geophyte (Cryptophyte)
4779,P,Geophyte (Cryptophyte)
4780,P,Geophyte (Cryptophyte)
4780,W,Geophyte (Cryptophyte)
4781,P,Geophyte (Cryptophyte)
4781,W,Geophyte (Cryptophyte)
4782,P,Geophyte (Cryptophyte)
4783,P,Geophyte (Cryptophyte)
4783,W,Geophyte (Cryptophyte)
4784,P,Geophyte (Cryptophyte)
4784,W,Geophyte (Cryptophyte)
4785,P,Geophyte (Cryptophyte)
4785,W,Geophyte (Cryptophyte)
4786,G,Geophyte (Cryptophyte)
4786,P,Geophyte (Cryptophyte)
4787,G,Geophyte (Cryptophyte)
4787,P,Geophyte (Cryptophyte)
4788,P,Geophyte (Cryptophyte)
4789,P,Geophyte (Cryptophyte)
4790,P,Geophyte (Cryptophyte)
4790,W,Geophyte (Cryptophyte)
4791,P,Geophyte (Cryptophyte)
4792,P,Geophyte (Cryptophyte)
4792,W,Geophyte (Cryptophyte)
4793,G,Geophyte (Cryptophyte)
4793,P,Geophyte (Cryptophyte)
4793,W,Geophyte (Cryptophyte)
4794,P,Geophyte (Cryptophyte)
4795,P,Geophyte (Cryptophyte)
4796,G,Geophyte (Cryptophyte)
4796,P,Geophyte (Cryptophyte)
4797,P,Geophyte (Cryptophyte)
4798,G,Geophyte (Cryptophyte)
4798,W,Geophyte (Cryptophyte)
4799,P,Geophyte (Cryptophyte)
4799,W,Geophyte (Cryptophyte)
4800,G,Geophyte (Cryptophyte)
4800,P,Geophyte (Cryptophyte)
4801,P,Geophyte (Cryptophyte)
4802,P,Geophyte (Cryptophyte)
4803,P,Geophyte (Cryptophyte)
4804,P,Geophyte (Cryptophyte)
4805,G,Hemicryptophyte
4806,G,Hemicryptophyte
4806,R,Hemicryptophyte
4807,P,Phanerophyte
4807,R,Phanerophyte
4808,R,Chamaephyte
4813,P,Geophyte (Cryptophyte)
4813,W,Geophyte (Cryptophyte)
4814,G,Geophyte (Cryptophyte)
4814,P,Geophyte (Cryptophyte)
4815,P,Geophyte (Cryptophyte)
4816,G,Geophyte (Cryptophyte)
4816,W,Geophyte (Cryptophyte)
4817,G,Geophyte (Cryptophyte)
4817,W,Geophyte (Cryptophyte)
4818,G,Geophyte (Cryptophyte)
4819,H,Geophyte (Cryptophyte)
4819,W,Geophyte (Cryptophyte)
4820,P,Geophyte (Cryptophyte)
4821,P,Geophyte (Cryptophyte)
4821,W,Geophyte (Cryptophyte)
4822,P,Geophyte (Cryptophyte)
4823,G,Geophyte (Cryptophyte)
4823,W,Geophyte (Cryptophyte)
4824,G,Geophyte (Cryptophyte)
4824,P,Geophyte (Cryptophyte)
4825,G,Geophyte (Cryptophyte)
4825,P,Geophyte (Cryptophyte)
4826,G,Geophyte (Cryptophyte)
4826,P,Geophyte (Cryptophyte)
4827,H,Geophyte (Cryptophyte)
4827,P,Geophyte (Cryptophyte)
4827,W,Geophyte (Cryptophyte)
4828,P,Geophyte (Cryptophyte)
4828,W,Geophyte (Cryptophyte)
4829,H,Geophyte (Cryptophyte)
4829,W,Geophyte (Cryptophyte)
4830,C,Chamaephyte
4831,C,Chamaephyte
4832,G,Geophyte (Cryptophyte)
4834,P,Chamaephyte
4834,W,Chamaephyte
4835,C,Chamaephyte
4835,P,Chamaephyte
4836,C,Geophyte (Cryptophyte)
4836,H,Geophyte (Cryptophyte)
4837,P,Chamaephyte
4838,C,Chamaephyte
4839,C,Chamaephyte
4840,G,Hemicryptophyte
4840,P,Hemicryptophyte
4840,W,Hemicryptophyte
4841,G,Hemicryptophyte
4841,P,Hemicryptophyte
4841,W,Hemicryptophyte
4842,G,Hemicryptophyte
4842,P,Hemicryptophyte
4843,G,Hemicryptophyte
4843,W,Hemicryptophyte
4844,G,Therophyte
4844,P,Therophyte
4844,R,Therophyte
4845,G,Therophyte
4846,G,Therophyte
4846,R,Therophyte
4847,H,Hemicryptophyte
4848,G,Geophyte (Cryptophyte)
4849,P,Geophyte (Cryptophyte)
4850,G,Geophyte (Cryptophyte)
4850,P,Geophyte (Cryptophyte)
4851,P,Geophyte (Cryptophyte)
4851,W,Geophyte (Cryptophyte)
4852,W,Geophyte (Cryptophyte)
4853,P,Geophyte (Cryptophyte)
4854,G,Geophyte (Cryptophyte)
4854,P,Geophyte (Cryptophyte)
4854,R,Geophyte (Cryptophyte)
4855,P,Geophyte (Cryptophyte)
4856,G,Geophyte (Cryptophyte)
4856,P,Geophyte (Cryptophyte)
4857,P,Geophyte (Cryptophyte)
4858,P,Geophyte (Cryptophyte)
4859,R,Geophyte (Cryptophyte)
4860,W,Geophyte (Cryptophyte)
4861,G,Geophyte (Cryptophyte)
4861,P,Geophyte (Cryptophyte)
4862,G,Geophyte (Cryptophyte)
4862,P,Geophyte (Cryptophyte)
4863,G,Geophyte (Cryptophyte)
4863,P,Geophyte (Cryptophyte)
4864,P,Geophyte (Cryptophyte)
4865,G,Geophyte (Cryptophyte)
4865,P,Geophyte (Cryptophyte)
4866,P,Geophyte (Cryptophyte)
4867,H,Geophyte (Cryptophyte)
4868,G,Geophyte (Cryptophyte)
4868,P,Geophyte (Cryptophyte)
4869,P,Geophyte (Cryptophyte)
4869,R,Geophyte (Cryptophyte)
4870,P,Geophyte (Cryptophyte)
4871,R,Geophyte (Cryptophyte)
4872,G,Geophyte (Cryptophyte)
4872,H,Geophyte (Cryptophyte)
4873,G,Geophyte (Cryptophyte)
4874,P,Geophyte (Cryptophyte)
4874,R,Geophyte (Cryptophyte)
4875,H,Geophyte (Cryptophyte)
4876,G,Geophyte (Cryptophyte)
4876,R,Geophyte (Cryptophyte)
4877,G,Geophyte (Cryptophyte)
4877,R,Geophyte (Cryptophyte)
4878,G,Geophyte (Cryptophyte)
4878,R,Geophyte (Cryptophyte)
4879,G,Geophyte (Cryptophyte)
4879,H,Geophyte (Cryptophyte)
4880,H,Geophyte (Cryptophyte)
4880,P,Geophyte (Cryptophyte)
4881,P,Geophyte (Cryptophyte)
4882,P,Geophyte (Cryptophyte)
4883,P,Geophyte (Cryptophyte)
4884,W,Geophyte (Cryptophyte)
4885,G,Therophyte
4885,P,Therophyte
4886,G,Therophyte
4886,P,Therophyte
4887,G,Therophyte
4887,H,Therophyte
4887,P,Therophyte
4888,G,Therophyte
4888,P,Therophyte
4889,P,Therophyte
4890,G,Therophyte
4890,H,Therophyte
4891,R,Therophyte
4892,G,Therophyte
4893,A,Therophyte
4894,R,Therophyte
4895,R,Therophyte
4896,R,Therophyte
4897,G,Therophyte
4898,G,Therophyte
4898,P,Therophyte
4899,R,Therophyte
4900,W,Therophyte
4901,P,Therophyte
4902,G,Therophyte
4903,P,Therophyte
4903,R,Therophyte
4904,G,Therophyte
4905,G,Therophyte
4906,M,Therophyte
4906,P,Therophyte
4906,R,Therophyte
4907,H,Therophyte
4907,R,Therophyte
4908,W,Therophyte
4909,M,Therophyte
4910,W,Therophyte
4912,A,Geophyte (Cryptophyte)
4912,W,Geophyte (Cryptophyte)
4913,W,Phanerophyte
4914,P,Phanerophyte
4914,W,Phanerophyte
4916,W,Geophyte (Cryptophyte)
4917,R,Geophyte (Cryptophyte)
4918,R,Hemicryptophyte
4919,R,Geophyte (Cryptophyte)
4920,R,Hemicryptophyte
4922,R,Geophyte (Cryptophyte)
4923,R,Hemicryptophyte
4924,A,Therophyte
4924,R,Therophyte
4925,A,Therophyte
4925,R,Therophyte
4927,R,Therophyte
4928,H,Hemicryptophyte
4929,H,Hemicryptophyte
4930,H,Hemicryptophyte
4931,H,Chamaephyte
4932,W,Hemicryptophyte
4933,W,Hemicryptophyte
4934,W,Hemicryptophyte
4935,W,Geophyte (Cryptophyte)
4936,W,Geophyte (Cryptophyte)
4937,W,Geophyte (Cryptophyte)
4938,W,Geophyte (Cryptophyte)
4939,W,Geophyte (Cryptophyte)
4940,W,Geophyte (Cryptophyte)
4941,W,Geophyte (Cryptophyte)
4942,G,Phanerophyte
4942,W,Phanerophyte
4945,M,Geophyte (Cryptophyte)
4946,R,Therophyte
4947,R,Therophyte
4949,R,Therophyte
4950,A,Geophyte (Cryptophyte)
4950,R,Geophyte (Cryptophyte)
4951,R,Therophyte
4952,R,Therophyte
4953,R,Therophyte
4954,R,Therophyte
4955,R,Therophyte
4956,G,Therophyte
4956,R,Therophyte
4957,P,Therophyte
4957,R,Therophyte
4958,R,Therophyte
4959,G,Therophyte
4960,G,Therophyte
4960,R,Therophyte
4961,R,Therophyte
4962,P,Therophyte
4962,R,Therophyte
4963,R,Therophyte
4964,R,Therophyte
4965,R,Therophyte
4966,R,Therophyte
4967,R,Therophyte
4968,H,Hemicryptophyte
4969,H,Hemicryptophyte
4970,H,Hemicryptophyte
4971,C,Hemicryptophyte
4971,G,Hemicryptophyte
4972,M,Therophyte
4973,M,Therophyte
4974,M,Therophyte
4975,M,Therophyte
4977,C,Hemicryptophyte
4977,R,Hemicryptophyte
4978,C,Therophyte
4978,R,Therophyte
4978,W,Therophyte
4979,W,Hemicryptophyte
4980,W,Geophyte (Cryptophyte)
4981,R,Phanerophyte
4982,A,Hemicryptophyte
4983,G,Hemicryptophyte
4983,H,Hemicryptophyte
4984,G,Hemicryptophyte
4984,H,Hemicryptophyte
4985,P,Hemicryptophyte
4986,P,Hemicryptophyte
4987,P,Hemicryptophyte
4988,P,Hemicryptophyte
4989,G,Hemicryptophyte
4990,G,Hemicryptophyte
4991,G,Hemicryptophyte
4992,P,Hemicryptophyte
4993,P,Hemicryptophyte
4994,P,Therophyte
4995,G,Hemicryptophyte
4995,H,Hemicryptophyte
4996,G,Hemicryptophyte
4996,H,Hemicryptophyte
4997,P,Hemicryptophyte
4999,H,Hemicryptophyte
5000,H,Hemicryptophyte
5001,H,Hemicryptophyte
5003,R,Therophyte
5005,A,Hemicryptophyte
5005,R,Hemicryptophyte
5006,A,Geophyte (Cryptophyte)
5007,R,Hemicryptophyte
5008,G,Hemicryptophyte
5008,R,Hemicryptophyte
5009,G,Hemicryptophyte
5009,R,Hemicryptophyte
5010,G,Hemicryptophyte
5010,R,Hemicryptophyte
5011,A,Hemicryptophyte
5011,H,Hemicryptophyte
5012,A,Hemicryptophyte
5012,H,Hemicryptophyte
5013,A,Hemicryptophyte
5013,H,Hemicryptophyte
5014,G,Hemicryptophyte
5014,H,Hemicryptophyte
5015,H,Hemicryptophyte
5016,W,Hemicryptophyte
5017,H,Hemicryptophyte
5018,H,Hemicryptophyte
5019,A,Hemicryptophyte
5020,H,Hemicryptophyte
5021,G,Hemicryptophyte
5021,H,Hemicryptophyte
5022,R,Phanerophyte
5023,P,Hemicryptophyte
5024,P,Phanerophyte
5025,W,Phanerophyte
5027,A,Geophyte (Cryptophyte)
5028,A,Geophyte (Cryptophyte)
5029,R,Hemicryptophyte
5030,A,Hemicryptophyte
5030,R,Hemicryptophyte
5031,A,Therophyte
5031,R,Therophyte
5032,A,Therophyte
5032,R,Therophyte
5033,A,Therophyte
5033,R,Therophyte
5034,A,Therophyte
5034,R,Therophyte
5035,A,Therophyte
5036,A,Therophyte
5036,R,Therophyte
5037,A,Therophyte
5038,A,Therophyte
5039,R,Therophyte
5040,A,Hemicryptophyte
